1276, 280, 1550, 410, 2748, 1504, 990, 522, 4372, 822, 1418, 198, 178, 104, 78, 36, 26, 40, 58, 26, 28, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
2318, 342, 186, 1732, 2446, 880, 906, 140, 380, 450, 1198, 112, 106, 344, 132, 56, 42, 42, 26, 26, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
278, 1868, 1424, 3864, 2014, 1570, 1312, 378, 3122, 1886, 1040, 2930, 482, 998, 1438, 824, 1092, 336, 2686, 2080, 430, 3056, 3080, 1406, 1670, 1910, 1106, 182, 242, 586, 210, 356, 476, 230, 162, 110, 174, 110, 50, 38, 30, 32, 28, 24, 24, 24, 24, 24, 24, 24
798, 1880, 154, 312, 598, 4182, 528, 890, 354, 152, 836, 470, 384, 160, 154, 56, 52, 42, 30, 32, 30, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
1086, 440, 968, 1616, 1216, 582, 1006, 1236, 1976, 2690, 1950, 608, 2950, 1256, 826, 1842, 2444, 852, 1810, 1760, 3454, 224, 1564, 350, 136, 138, 128, 106, 88, 62, 36, 36, 28, 26, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
1084, 2086, 1914, 318, 562, 1456, 1342, 516, 1024, 3146, 702, 782, 4160, 2016, 1930, 606, 1750, 1508, 310, 2174, 284, 2928, 1476, 1596, 470, 200, 400, 148, 148, 90, 70, 60, 38, 32, 28, 30, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
2636, 3474, 706, 370, 442, 396, 480, 934, 2776, 1316, 836, 450, 1764, 676, 930, 1060, 1696, 216, 2974, 2878, 1126, 728, 5250, 302, 2174, 864, 152, 508, 328, 178, 126, 36, 70, 42, 46, 34, 28, 26, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24 
1996, 1464, 530, 544, 282, 800, 870, 650, 132, 102, 114, 102, 56, 52, 42, 42, 28, 26, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24  
1690, 1410, 660, 638, 982, 750, 854, 1792, 764, 1950, 404, 708, 796, 1404, 302, 3370, 198, 480, 170, 100, 66, 58, 40, 42, 42, 28, 26, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
1410, 6832, 1416, 2316, 5054, 502, 3002, 1760, 296, 1198, 628, 2862, 174, 374, 82, 268, 206, 186, 196, 58, 52, 56, 36, 32, 28, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
