6452, 2466, 4484, 1374, 850, 568, 488, 1410, 622, 584, 348, 416, 218, 248, 376, 126, 160, 42, 40, 40, 46, 28, 34, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
1996, 2128, 4072, 232, 528, 402, 742, 474, 396, 470, 270, 576, 226, 610, 244, 202, 144, 160, 110, 48, 42, 38, 34, 28, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
800, 846, 838, 1954, 774, 538, 1308, 888, 672, 248, 482, 472, 438, 96, 140, 46, 64, 38, 44, 26, 30, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
3910, 7162, 2490, 1884, 684, 322, 538, 784, 534, 770, 432, 124, 82, 102, 72, 44, 34, 42, 32, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
8216, 9408, 640, 1086, 572, 342, 250, 294, 404, 416, 404, 164, 62, 98, 50, 32, 38, 32, 28, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
2748, 5100, 1774, 4354, 1198, 870, 458, 646, 512, 340, 76, 146, 84, 36, 60, 52, 44, 32, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
692, 7520, 560, 1778, 456, 1404, 258, 264, 262, 102, 84, 146, 70, 38, 28, 40, 34, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
7564, 3478, 2960, 990, 1594, 788, 238, 1926, 916, 554, 384, 222, 590, 156, 176, 82, 66, 46, 36, 28, 26, 26, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
1074, 2256, 1046, 546, 1064, 594, 846, 376, 212, 1288, 772, 258, 440, 192, 168, 66, 68, 66, 28, 30, 34, 26, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
2836, 1388, 2710, 2952, 476, 754, 84, 6924, 2260, 344, 1994, 752, 642, 854, 176, 228, 72, 34, 48, 40, 32, 30, 28, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
