6132, 4724, 8516, 4642, 2110, 4248, 2240, 858, 9944, 1816, 2598, 2576, 1594, 616, 580, 484, 214, 230, 222, 84, 98, 62, 36, 30, 30, 28, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
12490, 5864, 698, 4732, 1128, 1746, 6074, 17588, 722, 734, 608, 2874, 5890, 404, 2444, 1766, 628, 130, 330, 88, 44, 38, 38, 34, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
13090, 1934, 12578, 3926, 8534, 1752, 1192, 1002, 2424, 1446, 566, 7220, 1666, 106, 2244, 1164, 4070, 1588, 504, 262, 150, 58, 32, 42, 36, 28, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
31184, 13432, 21214, 5850, 8976, 6768, 8702, 5202, 4766, 4890, 926, 4560, 358, 404, 186, 84, 58, 60, 40, 28, 30, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
39712, 3356, 6050, 1422, 7996, 2036, 6980, 1178, 634, 884, 734, 882, 3270, 408, 2042, 450, 118, 316, 128, 88, 48, 34, 34, 30, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
22758, 7872, 1918, 7218, 19570, 6216, 3328, 2892, 152, 1944, 8654, 3992, 584, 334, 244, 122, 100, 48, 40, 36, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
10976, 6340, 2162, 2028, 2086, 2324, 644, 1638, 1542, 510, 3100, 3550, 680, 124, 68, 42, 34, 32, 28, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
25310, 12754, 6060, 1056, 10704, 2334, 1770, 3430, 1290, 2356, 2530, 3426, 3164, 760, 692, 218, 502, 466, 62, 110, 72, 54, 42, 32, 28, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
39276, 23302, 2678, 3008, 1258, 294, 3116, 6688, 336, 10050, 2448, 96, 8692, 780, 130, 164, 522, 46, 58, 32, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
28182, 13166, 4158, 4928, 8372, 1002, 1706, 14378, 11422, 1358, 2156, 2316, 794, 528, 696, 314, 122, 106, 40, 42, 36, 26, 28, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
